id,credit_card_type,credit_card_number,currency_code,currency
593,mastercard,5048370792344392,NIO,Cordoba
594,mastercard,5048375917359183,CNY,Yuan Renminbi
595,mastercard,5108751039467772,CNY,Yuan Renminbi
596,mastercard,5108757782085737,MWK,Kwacha
597,mastercard,5048376760175601,IDR,Rupiah
598,mastercard,5108759131386139,CNY,Yuan Renminbi
599,mastercard,5108755354868514,IDR,Rupiah
600,mastercard,5108759685092059,MXN,Peso
601,mastercard,5108751316665882,IDR,Rupiah
602,mastercard,5108755701621004,BRL,Real
603,mastercard,5048370063249924,IDR,Rupiah
604,mastercard,5108753290494248,USD,Dollar
605,mastercard,5048378917881925,IDR,Rupiah
606,mastercard,5048376751761310,CZK,Koruna
607,mastercard,5108752254033810,IDR,Rupiah
608,mastercard,5048376733187758,ILS,Shekel
609,mastercard,5048377570621982,BRL,Real
610,mastercard,5048370106896798,YER,Rial
611,mastercard,5108750637303231,CNY,Yuan Renminbi
612,mastercard,5048377509789090,KZT,Tenge
613,mastercard,5108758982215900,CNY,Yuan Renminbi
614,mastercard,5108759966260201,CNY,Yuan Renminbi
615,mastercard,5048371973761156,CNY,Yuan Renminbi
616,mastercard,5108758365923799,SEK,Krona
617,mastercard,5048373925254553,EUR,Euro
618,mastercard,5108752725434233,CNY,Yuan Renminbi
619,mastercard,5108750492726443,CNY,Yuan Renminbi
620,mastercard,5108759101122936,EUR,Euro
621,mastercard,5108757156746567,PHP,Peso
622,mastercard,5048370580180891,PEN,Sol
623,mastercard,5108755888707030,VEF,Bolivar
624,mastercard,5108754345140976,USD,Dollar
625,mastercard,5108753222248688,IDR,Rupiah
626,mastercard,5048377901722079,JPY,Yen
627,mastercard,5108754856641875,IDR,Rupiah
628,mastercard,5048376401180010,MRO,Ouguiya
629,mastercard,5048370446190886,PHP,Peso
630,mastercard,5048375244160387,PKR,Rupee
631,mastercard,5108752353154863,PEN,Sol
632,mastercard,5108758507837972,MXN,Peso
633,mastercard,5048377446870912,JPY,Yen
634,mastercard,5048372668254077,EUR,Euro
635,mastercard,5048379546506487,IDR,Rupiah
636,mastercard,5108757603508404,RUB,Ruble
637,mastercard,5048379486794549,IDR,Rupiah
638,mastercard,5108757071988799,CLP,Peso
639,mastercard,5048372411461029,BGN,Lev
640,mastercard,5108755015109340,PHP,Peso
641,mastercard,5048375531605706,BOB,Boliviano
642,mastercard,5048374663462135,RUB,Ruble
643,mastercard,5048372564775795,CHF,Franc
644,mastercard,5108754998145108,CNY,Yuan Renminbi
645,mastercard,5108759545365109,CNY,Yuan Renminbi
646,mastercard,5108750322570250,HTG,Gourde
647,mastercard,5108757958011970,USD,Dollar
648,mastercard,5108750486767718,EUR,Euro
649,mastercard,5108759711698739,RUB,Ruble
650,mastercard,5108752051384820,CNY,Yuan Renminbi
651,mastercard,5048374507685073,CNY,Yuan Renminbi
652,mastercard,5048378709177904,ZAR,Rand
653,mastercard,5108753330154901,XOF,Franc
654,mastercard,5048375365934727,ZAR,Rand
655,mastercard,5108752091219531,IDR,Rupiah
656,mastercard,5048373754541153,MKD,Denar
657,mastercard,5048378599926154,YER,Rial
658,mastercard,5048376919586385,RUB,Ruble
659,mastercard,5048377362375961,ARS,Peso
660,mastercard,5108750018021709,RUB,Ruble
661,mastercard,5108755275354727,BRL,Real
662,mastercard,5108750418484085,USD,Dollar
663,mastercard,5048376852298667,PHP,Peso
664,mastercard,5048373740047810,RUB,Ruble
665,mastercard,5048378423431769,PHP,Peso
666,mastercard,5108752951033428,RUB,Ruble
667,mastercard,5108752102593114,EUR,Euro
668,mastercard,5048375205954372,MXN,Peso
669,mastercard,5048371821425202,EUR,Euro
670,mastercard,5108755255312893,IDR,Rupiah
671,mastercard,5108753292201336,USD,Dollar
672,mastercard,5048372290138730,THB,Baht
673,mastercard,5108751768955823,HNL,Lempira
674,mastercard,5108756256719094,CNY,Yuan Renminbi
675,mastercard,5108753618072791,CNY,Yuan Renminbi
676,mastercard,5108753328036482,PHP,Peso
677,mastercard,5048373127113151,CNY,Yuan Renminbi
678,mastercard,5048377618955319,PKR,Rupee
679,mastercard,5108758370653407,BRL,Real
680,mastercard,5108759222784390,BRL,Real
681,mastercard,5108758597615965,XOF,Franc
682,mastercard,5048370631150091,IDR,Rupiah
683,mastercard,5048374659658837,RUB,Ruble
684,mastercard,5048373212294908,PHP,Peso
685,mastercard,5048379762338987,CNY,Yuan Renminbi
686,mastercard,5108759514271726,CNY,Yuan Renminbi
687,mastercard,5108750642830764,KRW,Won
688,mastercard,5048378933641949,CNY,Yuan Renminbi
689,mastercard,5108754499334870,USD,Dollar
690,mastercard,5048378040281159,IDR,Rupiah
691,mastercard,5108757752684543,BRL,Real
692,mastercard,5108756283526389,CNY,Yuan Renminbi
693,mastercard,5108759771389674,USD,Dollar
694,mastercard,5048377182984976,RUB,Ruble
695,mastercard,5108752131533453,PHP,Peso
696,mastercard,5048370269093142,ARS,Peso
697,mastercard,5048371736147966,SLL,Leone
698,mastercard,5048370829854462,GMD,Dalasi
699,mastercard,5108752361674217,IDR,Rupiah
700,mastercard,5108759046850161,ZAR,Rand
701,mastercard,5108758068917213,PHP,Peso
702,mastercard,5108751501363152,HTG,Gourde
703,mastercard,5048370794916031,EUR,Euro
704,mastercard,5108753789254277,IDR,Rupiah
705,mastercard,5108754211406691,CNY,Yuan Renminbi
706,mastercard,5108757390848674,BYR,Ruble
707,mastercard,5048373154429884,UGX,Shilling
708,mastercard,5048377840443852,PHP,Peso
709,mastercard,5108753325614307,PKR,Rupee
710,mastercard,5108756380303468,THB,Baht
711,mastercard,5048376910977989,KZT,Tenge
712,mastercard,5048377385108969,SEK,Krona
713,mastercard,5108755922413959,CNY,Yuan Renminbi
714,mastercard,5108752500337718,JPY,Yen
715,mastercard,5048375042352038,MXN,Peso
716,mastercard,5108758779138497,CNY,Yuan Renminbi
717,mastercard,5108756645329365,JPY,Yen
718,mastercard,5048373435852250,EUR,Euro
719,mastercard,5048373763869645,CNY,Yuan Renminbi
720,mastercard,5048374868134711,EUR,Euro
721,mastercard,5048371580356143,CDF,Franc
722,mastercard,5108754033139850,CNY,Yuan Renminbi
723,mastercard,5108752241737853,CAD,Dollar
724,mastercard,5048374163717137,JPY,Yen
725,mastercard,5108759781116711,MXN,Peso
726,mastercard,5048375187177786,EUR,Euro
727,mastercard,5048374761814187,ILS,Shekel
728,mastercard,5108759680723328,ALL,Lek
729,mastercard,5108759850571150,EUR,Euro
730,mastercard,5048377548687693,BRL,Real
731,mastercard,5048371466745286,EUR,Euro
732,mastercard,5048375078857330,CNY,Yuan Renminbi
733,mastercard,5108751436755464,MKD,Denar
734,mastercard,5048379677133291,RUB,Ruble
735,mastercard,5048371446684936,CNY,Yuan Renminbi
736,mastercard,5108751858578816,GBP,Pound
737,mastercard,5048377139500453,EUR,Euro
738,mastercard,5108755114062473,IDR,Rupiah
739,mastercard,5048371657103139,TZS,Shilling
740,mastercard,5048378400223858,USD,Dollar
741,mastercard,5048372552531317,IDR,Rupiah
742,mastercard,5108752665177404,PLN,Zloty
743,mastercard,5108750136814894,EUR,Euro
744,mastercard,5048374431651993,MGA,Ariary
745,mastercard,5048372973369669,UAH,Hryvnia
746,mastercard,5048378688186165,MXN,Peso
747,mastercard,5048372058171360,IDR,Rupiah
748,mastercard,5108751505497550,IDR,Rupiah
749,mastercard,5108759862158145,RUB,Ruble
750,mastercard,5048379825485536,PHP,Peso
751,mastercard,5108754045046499,PHP,Peso
752,mastercard,5108752727008332,RUB,Ruble
753,mastercard,5048375362992678,ALL,Lek
754,mastercard,5108750498228006,BGN,Lev
755,mastercard,5048374485936548,EUR,Euro
756,mastercard,5108759977974485,CNY,Yuan Renminbi
757,mastercard,5048378083344765,PHP,Peso
758,mastercard,5108753245587187,IDR,Rupiah
759,mastercard,5048378744802607,BRL,Real
760,mastercard,5048378857713328,RUB,Ruble
761,mastercard,5048379788714567,CZK,Koruna
762,mastercard,5108753826698734,EUR,Euro
763,mastercard,5108755188190408,PHP,Peso
764,mastercard,5048375522801488,PHP,Peso
765,mastercard,5048374557002328,TZS,Shilling
766,mastercard,5108753440419905,BRL,Real
767,mastercard,5048373631477837,PLN,Zloty
768,mastercard,5108758281015530,GTQ,Quetzal
769,mastercard,5108756171117317,JPY,Yen
770,mastercard,5108755953490389,CNY,Yuan Renminbi
771,mastercard,5108750669380420,EUR,Euro
772,mastercard,5108752561309465,SEK,Krona
773,mastercard,5048379032932361,SEK,Krona
774,mastercard,5108757633249821,CNY,Yuan Renminbi
775,mastercard,5048377616714643,IDR,Rupiah
776,mastercard,5048370248208654,PHP,Peso
777,mastercard,5048375927440221,RUB,Ruble
778,mastercard,5048378677004676,ZAR,Rand
779,mastercard,5108753601065810,CZK,Koruna
780,mastercard,5048374638906661,MYR,Ringgit
781,mastercard,5108759818985252,NGN,Naira
782,mastercard,5048376454096741,IDR,Rupiah
783,mastercard,5048371644052316,EUR,Euro
784,mastercard,5108759939603982,EUR,Euro
785,mastercard,5048373135186785,CNY,Yuan Renminbi
786,mastercard,5108758748939462,THB,Baht
787,mastercard,5048374026564890,RUB,Ruble
788,mastercard,5048376850849958,NGN,Naira
789,mastercard,5048370499294775,CNY,Yuan Renminbi
790,mastercard,5108757483237538,IDR,Rupiah
791,mastercard,5108758212406469,BSD,Dollar
792,mastercard,5108752768434306,RUB,Ruble
793,mastercard,5048377995027054,BAM,Marka
794,mastercard,5108754838973271,SLL,Leone
795,mastercard,5108755516303475,BWP,Pula
796,mastercard,5108757223587804,CNY,Yuan Renminbi
797,mastercard,5048377129598285,CNY,Yuan Renminbi
798,mastercard,5108751347605121,ILS,Shekel
799,mastercard,5108750247106503,USD,Dollar
800,mastercard,5108751594222331,PEN,Sol
801,mastercard,5048371358332318,IDR,Rupiah
802,mastercard,5048370126443092,CNY,Yuan Renminbi
803,mastercard,5108754256147630,PLN,Zloty
804,mastercard,5108755841632341,PHP,Peso
805,mastercard,5048379928560169,RUB,Ruble
806,mastercard,5108757498852495,RUB,Ruble
807,mastercard,5108755748607784,UAH,Hryvnia
808,mastercard,5048372859385755,IDR,Rupiah
809,mastercard,5108752504761707,EUR,Euro
810,mastercard,5048374058429657,KRW,Won
811,mastercard,5108756394723081,PLN,Zloty
812,mastercard,5048375868393694,PEN,Sol
813,mastercard,5048376368874480,IDR,Rupiah
814,mastercard,5048370434641809,NGN,Naira
815,mastercard,5108757551688158,UAH,Hryvnia
816,mastercard,5048373413271440,EUR,Euro
817,mastercard,5048375100804185,EUR,Euro
818,mastercard,5108753672033366,CNY,Yuan Renminbi
819,mastercard,5108751263733949,JPY,Yen
820,mastercard,5108758205398996,NGN,Naira
821,mastercard,5048375723410972,BRL,Real
822,mastercard,5108759016055999,PEN,Sol
823,mastercard,5108754972914107,JPY,Yen
824,mastercard,5048370949073514,PLN,Zloty
825,mastercard,5048377296870152,IDR,Rupiah
826,mastercard,5108754176021089,EUR,Euro
827,mastercard,5048377025665543,PLN,Zloty
828,mastercard,5048377786242854,HRK,Kuna
829,mastercard,5048370315152231,EUR,Euro
830,mastercard,5108755076068385,SEK,Krona
831,mastercard,5048376241240966,IDR,Rupiah
832,mastercard,5048378857431640,JPY,Yen
833,mastercard,5108751571719358,EUR,Euro
834,mastercard,5108754980623112,RUB,Ruble
835,mastercard,5108754731078095,CNY,Yuan Renminbi
836,mastercard,5048370940785124,PLN,Zloty
837,mastercard,5048374843382815,GTQ,Quetzal
838,mastercard,5108757270581262,IDR,Rupiah
839,mastercard,5048371600803249,PEN,Sol
840,mastercard,5048370781060306,USD,Dollar
841,mastercard,5108754615340496,CNY,Yuan Renminbi
842,mastercard,5048374405672702,BYR,Ruble
843,mastercard,5048371893879344,HRK,Kuna
844,mastercard,5108750507727162,NGN,Naira
845,mastercard,5108750779740448,THB,Baht
846,mastercard,5048378984325921,CNY,Yuan Renminbi
847,mastercard,5108751940842253,EUR,Euro
848,mastercard,5048372437728328,ILS,Shekel
849,mastercard,5048376742686402,MZN,Metical
850,mastercard,5108756027632055,EUR,Euro
851,mastercard,5048375879976032,RUB,Ruble
852,mastercard,5048374075804189,JPY,Yen
853,mastercard,5048377732638007,IDR,Rupiah
854,mastercard,5048379292639532,DOP,Peso
855,mastercard,5108755492038970,ZAR,Rand
856,mastercard,5108750141196212,NGN,Naira
857,mastercard,5048373671185902,BGN,Lev
858,mastercard,5048376574137730,XOF,Franc
859,mastercard,5048378395106761,IDR,Rupiah
860,mastercard,5108751565253315,PHP,Peso
861,mastercard,5108752060080211,AMD,Dram
862,mastercard,5108757658305292,MYR,Ringgit
863,mastercard,5108757050926166,XOF,Franc
864,mastercard,5048376581614069,SEK,Krona
865,mastercard,5108752942766300,IDR,Rupiah
866,mastercard,5108750483591400,ALL,Lek
867,mastercard,5108757939632423,IDR,Rupiah
868,mastercard,5108757943017629,IDR,Rupiah
869,mastercard,5048375937952421,CNY,Yuan Renminbi
870,mastercard,5048371574912265,CAD,Dollar
871,mastercard,5048372391130032,AFN,Afghani
872,mastercard,5108756841305128,IDR,Rupiah
873,mastercard,5048375251275854,EUR,Euro
874,mastercard,5048371092524493,KZT,Tenge
875,mastercard,5048376918681682,SEK,Krona
876,mastercard,5048375903408705,USD,Dollar
877,mastercard,5108752408589949,JOD,Dinar
878,mastercard,5108752242890800,CNY,Yuan Renminbi
879,mastercard,5048374781730413,CZK,Koruna
880,mastercard,5108754286849486,PLN,Zloty
881,mastercard,5048379306109670,EUR,Euro
882,mastercard,5108753765480359,IDR,Rupiah
883,mastercard,5048379592714308,AZN,Manat
884,mastercard,5048379242027192,RUB,Ruble
885,mastercard,5108752125238226,PLN,Zloty
886,mastercard,5108753368226951,CNY,Yuan Renminbi
887,mastercard,5108758765855021,NOK,Krone
888,mastercard,5048378738215121,RUB,Ruble
889,mastercard,5048377226783483,PAB,Balboa
890,mastercard,5108752062913641,BRL,Real
891,mastercard,5108758882644050,UAH,Hryvnia
892,mastercard,5048378816272465,EUR,Euro
893,mastercard,5108758408227844,IDR,Rupiah
894,mastercard,5108751172735522,EUR,Euro
895,mastercard,5108753187098391,PHP,Peso
896,mastercard,5108759976728064,EUR,Euro
897,mastercard,5048379901162959,CNY,Yuan Renminbi
898,mastercard,5048379742229512,CNY,Yuan Renminbi
899,mastercard,5048377250835720,RUB,Ruble
900,mastercard,5108756286482150,IDR,Rupiah
901,mastercard,5048376977442810,BYR,Ruble
902,mastercard,5108754946537653,EUR,Euro
903,mastercard,5048371774504292,EUR,Euro
904,mastercard,5048373580994261,IDR,Rupiah
905,mastercard,5108753556507626,CNY,Yuan Renminbi
906,mastercard,5108754840958088,XCD,Dollar
907,mastercard,5108753587706353,BRL,Real
908,mastercard,5108754871661114,PHP,Peso
909,mastercard,5048376644279645,JPY,Yen
910,mastercard,5048375906736185,ETB,Birr
911,mastercard,5048376856181679,BRL,Real
912,mastercard,5048376206108596,CNY,Yuan Renminbi
913,mastercard,5108755624403753,CNY,Yuan Renminbi
914,mastercard,5108750457921971,IDR,Rupiah
915,mastercard,5108751012673198,PHP,Peso
916,mastercard,5048379552730674,CNY,Yuan Renminbi
917,mastercard,5108751515803201,CNY,Yuan Renminbi
918,mastercard,5048374980379525,CNY,Yuan Renminbi
919,mastercard,5108751735471557,IDR,Rupiah
920,mastercard,5108757546096103,RUB,Ruble
921,mastercard,5108752400192239,EUR,Euro
922,mastercard,5108758698817791,PAB,Balboa
923,mastercard,5108755181377184,MGA,Ariary
924,mastercard,5048379830910080,SEK,Krona
925,mastercard,5108758033104483,PEN,Sol
926,mastercard,5048370369009790,MRO,Ouguiya
927,mastercard,5108759282821413,PHP,Peso
928,mastercard,5108752050583596,KWD,Dinar
929,mastercard,5048376217808994,CNY,Yuan Renminbi
930,mastercard,5048372481384606,EUR,Euro
931,mastercard,5108756725285339,IRR,Rial
932,mastercard,5108756080685479,CNY,Yuan Renminbi
933,mastercard,5108756846390158,RUB,Ruble
934,mastercard,5108759305932403,EUR,Euro
935,mastercard,5048370326735776,CZK,Koruna
936,mastercard,5108759385354122,CNY,Yuan Renminbi
937,mastercard,5048370291969566,EGP,Pound
938,mastercard,5048375494147639,CNY,Yuan Renminbi
939,mastercard,5048375497906353,COP,Peso
940,mastercard,5108752704710504,USD,Dollar
941,mastercard,5108751130167297,PLN,Zloty
942,mastercard,5108754954399764,SEK,Krona
943,mastercard,5108750313963563,BRL,Real
944,mastercard,5108751276208673,RUB,Ruble
945,mastercard,5048370329056592,PHP,Peso
946,mastercard,5048377754787260,CZK,Koruna
947,mastercard,5048378634617883,IDR,Rupiah
948,mastercard,5048376859687250,MXN,Peso
949,mastercard,5108758551940086,IDR,Rupiah
950,mastercard,5048379154590708,PHP,Peso
951,mastercard,5048379173852097,JPY,Yen
952,mastercard,5048371745226413,CNY,Yuan Renminbi
953,mastercard,5108755388920570,PHP,Peso
954,mastercard,5048372557704265,BRL,Real
955,mastercard,5048370173420662,BRL,Real
956,mastercard,5048371740567456,VEF,Bolivar
957,mastercard,5048378371025662,ARS,Peso
958,mastercard,5108752045837842,NGN,Naira
959,mastercard,5108757356266622,KRW,Won
960,mastercard,5108756916308577,NGN,Naira
961,mastercard,5048379417298529,USD,Dollar
962,mastercard,5108757673704404,IDR,Rupiah
963,mastercard,5048376797831317,RUB,Ruble
964,mastercard,5108751724737471,PLN,Zloty
965,mastercard,5048378348821193,THB,Baht
966,mastercard,5108757304017077,CNY,Yuan Renminbi
967,mastercard,5108757204840214,PHP,Peso
968,mastercard,5108753434811273,CNY,Yuan Renminbi
969,mastercard,5108751130475070,CNY,Yuan Renminbi
970,mastercard,5108754148713490,CNY,Yuan Renminbi
971,mastercard,5048371981876871,PLN,Zloty
972,mastercard,5108754105369062,PHP,Peso
973,mastercard,5048373179126259,PHP,Peso
974,mastercard,5048373945061855,CNY,Yuan Renminbi
975,mastercard,5048376594817055,CNY,Yuan Renminbi
976,mastercard,5108758979087007,RUB,Ruble
977,mastercard,5108758836517717,EUR,Euro
978,mastercard,5048378468433506,PHP,Peso
979,mastercard,5048373343683565,EUR,Euro
980,mastercard,5048373888192360,AED,Dirham
981,mastercard,5108756231831493,PHP,Peso
982,mastercard,5048371303839870,CNY,Yuan Renminbi
983,mastercard,5048375598003142,PHP,Peso
984,mastercard,5048373917264933,MKD,Denar
985,mastercard,5108756235718860,AMD,Dram
986,mastercard,5108754116525595,USD,Dollar
987,mastercard,5048373673136846,THB,Baht
988,mastercard,5048371072208091,MXN,Peso
989,mastercard,5108757202073719,CNY,Yuan Renminbi
990,mastercard,5108754397898554,RUB,Ruble
991,mastercard,5108753329981322,BGN,Lev
992,mastercard,5048374947935625,AUD,Dollar
993,mastercard,5108756010889928,CNY,Yuan Renminbi
994,mastercard,5048371030746737,RUB,Ruble
995,mastercard,5048377278668251,MYR,Ringgit
996,mastercard,5108758100024762,VEF,Bolivar
997,mastercard,5048373173979810,IDR,Rupiah
998,mastercard,5048379278980140,EUR,Euro
999,mastercard,5108750077514362,PEN,Sol
1000,mastercard,5048376178082118,PLN,Zloty
